Code,Designation,Stock,Emplacement,Prix d'achat,Prix de vente HT,Prix de vente TTC,
6402228,VER RETROVISEUR MEGANE NM D,0,,11.664,17.496,20.820,
732873,RADIATEUR D'EAU CLIO NM DIESEL,0,,156.000,234.000,278.460,
7701070379X,RETROVISEUR SYMBOL D *MANUEL*,0,,78.025,109.235,129.989,
7956,DURITE RADIATEUR INF CLIO,0,4F1,51.960,70.146,83.473,
8200357711,ENJOLIVEUR D'AIL D CLIO 2006,0,,8.954,13.431,15.982,
835077,VOLANT MOTEUR +EMBRAYAGE 1.5DCI BV6,0,F*,1029.960,1390.446,1654.630,
9300461,ROTULE SUSP TRAFIC AM,0,4E,20.748,26.972,32.096,
DR010,CREMAILLERE CLIO AM /CHIPIE,1,BUREAU,190.539,257.227,306.100,
H8036200,JOINT CULASSE Q69 CLASSIC /SYMBOL,0,7C**,54.859,74.059,88.130,
R-472,ROTULE DIRECTION MASTER II G,0,4A*,19.000,28.500,33.915,
S9YC,BOUGIE SUP5 / EXP,0,9D3,1.952,2.538,3.020,
72-8460,TENDEUR DE CHAINE R9/EX/R19,-1,,8.797,24.631,29.310,
7246AG,PARE-BRISE KANGOO,0,,105.136,141.933,168.900,
3512,CALANDRE CLIO III FACE I *JEUX*,1,17**,32.555,43.949,52.299,
0406,POIGNEE DE PORTE INT SYMBOL II G *NOIR*,3,8E2,5.692,10.245,12.191,
ART0007762,RETROVISEUR FLUENCE D *ELECTRIQUE*,-1,,0.000,0.000,0.000,
700720,OPTIQUE SUP5 G,0,DP,34.467,46.530,55.370,
17-0048,CARDAN R19 G,1,BUREAU,137.895,245.453,292.089,
P3-DA-DUS1,CALANDRE DUSTER ,0,DEPOT,36.850,55.275,65.777,
72-6422,FEU DE PLAQUE CLIO /SYMBOL,-3,,17.652,23.830,28.357,
07FL022,SUPPORT PARECHOC AR FLUENCE G ,0,,59.157,79.861,95.034,
ART0009396,ANTENNE.,-2,,0.000,0.000,0.000,
2202024,ROTULE DIRECTION KANGOO II /III G,1,2A,21.420,28.917,34.411,
237964892R,CAPTEUR ARBRE A CAM CLIO 4,0,F*,164.600,345.660,411.335,
24804Z,PATIN PARTNER,0,,34.709,46.857,55.759,
B03057792,PLAGE AV SYMBOL II /SANDERO *METAL*,0,DP,148.992,201.139,239.355,
MG06-01031,POIGNEE DE PORTE INT KANGOO D,0,8D,5.383,13.457,16.013,
05-0412,MAITRE CYLINDRE MEGANE AM,0,2**,92.681,125.119,148.891,
826830,KIT EMBRAYAGE TRAFIC /MASTER /LAGUNA 2.2DCI,0,,401.095,541.478,644.358,
CT988,COURROIE DE CHAINE 96D,0,,33.064,44.636,53.116,
FA024Z,FILTRE A AIRE MEGANE 1.4 ESS,0,1**,9.599,17.278,20.560,
18030035,AMORTISSEUR MAL CLIO III,0,7C**,15.936,21.513,25.600,
EAS-RE-007,BAGUE SPIRALE SYMBOL II /DOKKER,1,BUREAU,150.804,203.585,242.266,
ART0012995,EMETEUR EMBRAYAGE TATA,0,,0.000,0.000,0.000,
TRC7311,TRIANGLE MEGANE III G,0,6D,100.217,150.325,178.886,
ART0013514,JEUX DE SEGMENT SCE,0,,0.000,0.000,0.000,
ART0013775,POMPE A ESS.,-1,,0.000,0.000,0.000,
4044 ,SUPPORT B.V LAGUNA II 1.9DCI *PM*,1,4D3,29.124,45.142,53.718,
R168.74,MOYEAU DE ROUE AR QASHQAI J10 2.0DCI,1,10E,211.517,285.547,339.800,
2017017052,OPTIQUE CLIO 4 FACE II D *CROMEE*,1,DP,398.854,538.452,640.757,
31027Z,JEUX DE MACHOIR EXP /SUP5,1,,32.498,43.872,52.207,
41380011/S,CARDAN QASHQAI J10 D 1.5DCI,1,BUREAU,306.980,414.423,493.163,
699197,COMPRESSEUR MEGANE I,0,,246.630,246.630,293.489,
003835,AMORTISSEUR AR SUP5/EXP,-4,,44.100,57.330,68.222,
08CL016,AILE AR SYMBOL I G,0,,399.511,519.364,618.043,
104712,AMORTISSEUR AV QASHQAI D,0,,110.700,226.935,270.052,
01-2054,GUIDE SOUPAPE R21/TRAFIC DIESEL,8,15D2**,11.250,15.187,18.072,
1519003,PAREBOUE AV R19 D,0,DEPOT,19.425,26.223,31.205,
2/3620,PARECHOC AV CLIO 98 *A. ANTTIB*,1,DP,126.460,170.721,203.157,
2290,FEU AR LOGAN D *VOITURE* ,0,*,33.948,45.829,54.536,
2610,TRIANGLE MEGANE II D *AXE 18*,0,8E,69.925,94.398,112.333,
31010112,AILE AV LOGAN G,0,DEPOT,91.763,123.880,147.417,
3656,CATADIOPTRE AR CLIO 4 D,0,16EB**,15.834,23.751,28.263,
4006011,CREMAILLERE R9/R11 *AXE LONG*,1,BUREAU,128.373,179.722,213.869,
4247324,RETROVISEUR MEGANE III G *RABATTABLE*4 PORTE,0,,173.465,234.177,278.670,
480342 A,OPTIQUE LAGUNA II D,0,,157.551,204.816,243.731,
54308,BATTERIE L1 B (43/340)  ZAP,-2,,83.023,107.930,128.436,
5PK1515K,COURROIE ALT *5PK1515*,1,T**,19.996,26.994,32.122,
64052,CAPOT MOTEUR SUP5,0,,457.000,616.950,734.170,
732874,RADIATEUR D'EAU MEGANE II DCI,0,,258.386,348.821,415.096,
7701070380X,RETROVISEUR SYMBOL I D *ELECTRIQUE*,0,,85.000,114.750,136.552,
05P1979,PATIN AR SCENIC III,0,12B,38.957,52.591,62.583,
8200362442,FILTRE A HUILE MASTER III,0,F,12.403,16.124,19.187,
8356,BOUGIE DE CHAUFFAGE EXP /R19 /SUP5,-2,,4.056,6.084,7.239,
9300472,ROTULE SUSP MASTER II *AXE22*,0,4D**,21.771,32.656,38.860,
DR016,CREMAILLERE CLIO II,1,BUREAU,181.536,245.073,291.636,
HB101,FILTRE HABITACLE CLIO /SYMBOL,0,1*,12.050,16.267,19.357,
R-475,ROTULE SUSP MASTER *SUP*,0,,16.975,23.765,28.280,
SAG159,CAPTEUR DEMARAGE CLIO /DACIA,0,A2*,42.721,57.673,68.630,
72-8025,FREIN MAIN KANGOO,0,,113.201,152.821,181.856,
202287,OPTIQUE SYMBOL II G,0,DEPOT**,135.818,183.354,218.191,
RCL43,BAGUETTE PARECHOC AV CLIO III *JEUX*,0,,42.640,59.696,71.038,
0407 ,POIGNEE DE PORTE INT SYMBOL II G *NOIR*,4,8E2,5.692,10.245,12.191,
6PK1795I,COURROIE ALT *6PK1795*,0,T**,33.907,45.774,54.471,
R1030PCA,JEUX DE DISQUE AR SCENIC II ,0,,248.360,322.868,384.212,
178555081,LAMPE HB3 12V,3,,5.679,7.666,9.122,
P3-DA-DUS1-1,BAGUETTE CALANDRE DUSTER *CROMEE*,0,,144.000,194.400,231.336,
72-8758,SIGLE AV CLIO III ,0,10D3,9.947,19.894,23.673,
2019,SUPPORT PARECHOC AV FLUENCE *JEUX*,0,17**,12.460,63.546,75.619,
NS2031,ROTULE DIRECTION JUKE D ,0,4A**,23.816,32.151,38.259,
4102078,ROTULE DIRECTION MICRA /SUNNY D,0,2A,23.276,31.422,37.392,
ART0009930,AMORTISSEUR AR XTRAIL,-2,,0.000,0.000,0.000,
58327,RADIATEUR D'EAU MEGANE II ESS,0,DP,186.717,252.067,299.959,
B03012843,POIGNEE DE PORTE AV CLIO /LOGAN D,0,20A*,10.390,14.026,16.690,
01030,POIGNEE DE PORTE INT KANGOO G,0,20A**,4.998,10.745,12.786,
24-0977,POMPE A EAU MEGANE 1.5DCI,0,12D**,57.706,77.903,92.704,
ART0011222,MANO ASSIST.,-1,,0.000,0.000,0.000,
ART0011480,4PK725,-1,,0.000,0.000,0.000,
FE122Z,FILTRE GASOIL QASHQAI /MEGANE,0,1**,32.283,53.266,63.386,
18030037,AMORTISSEUR MAL CLIO 4,0,7C**,15.936,21.513,25.600,
EAS-RE-001,BAGUE SPIRALE MEGANE II,0,BUREAU,118.632,160.153,190.582,
ART0012996,RECEPTEUR EMBRAYAGE TATA,0,,0.000,0.000,0.000,
ZGS332,JOINT CULASSE SCE,0,7C**,70.891,163.049,194.028,
ART0013515,FIL BOUGIE OPEL,0,,0.000,0.000,0.000,
152001RD,OPTIQUE CLIO GRIS D,0,DP,82.693,111.635,132.845,
ART0014050,CHEMISE.,-2,,0.000,0.000,0.000,
110600968R,CORP THERMOSTAT SCE,0,9C,133.968,180.856,215.218,
2017018052,OPTIQUE CLIO 4 FACE II G *CROMEE*,1,DP,398.854,538.452,640.757,
ADS72207,FILTRE A AIR MICRA /JUKE,3,1,14.314,28.628,34.067,
TR427,TRIANGLE CLIO /SYMBOL /KANGOO G,0,6B,80.283,108.382,128.974,
B02001842,VASE D'EAU MEGANE II,0,K**,29.699,40.093,47.710,
003879,AMORTISSEUR AR EXP,0,7A*,54.800,73.980,88.036,
08CL017,PLAGE AR SYMBOL,0,,271.527,352.985,420.052,
104730,AMORTISSEUR AV MEGANE III,0,DEPOT,123.420,166.617,198.274,
120710,BIELLE DIRECTION EXP /SUP 5,-2,5D,9.834,15.734,18.723,
15192XS,KIT CHAINE INERGI CLIO EXPRESS,0,3,68.953,89.639,106.670,
2/3623,PARECHOC AV CLIO 98 ,0,DP,90.149,121.701,144.824,
229260,DIRECTION ASSIST MEGANE II *COMPLET*,0,,269.044,376.662,448.227,
26102,TENDEUR EXP /R19 DIESEL GM 1.9,-1,,21.799,30.519,36.317,
3103,POUSSOIR HYD DIESEL,0,,15.918,22.285,26.519,
3658,AMORTISSEUR AV SUP5/EXP,-2,,43.431,56.460,67.187,
4006012,CREMAILLERE CLIO II,0,,139.612,181.496,215.980,
4247503,VER RETROVISEUR MEGANE 2009 G/D,0,,15.510,23.265,27.685,
480349 A,OPTIQUE LAGUNA G AM,0,,80.000,104.000,123.760,
5435XS,COURROIE DE CHAINE LAGUNA /TRAFIC II 163D,0,16D,60.936,82.263,97.892,
5PK1538K,COURROIE ALT CLIO /KANGOO,-1,,8.202,15.584,18.544,
640N,BERCEAU CHIPIE,0,,198.801,248.501,295.716,
732874X,RADIATEUR D'EAU MEGANE II,0,,117.191,175.787,209.186,
7701070381,RETROVISEUR SYMBOL G *ELECTRIQUE*,0,,85.000,114.750,136.552,
RE-LS-7999,BIELLE SUSP MEGANE III /FLUENCE,0,,23.659,31.940,38.008,
8200371496,PIGNON VILBREQUE DCI,0,,68.376,116.239,138.324,
8396,BOUGIE DE CHAUFFAGE KANGOO /CLIO DIESEL AM,0,,4.550,7.735,9.204,
9300488,ROTULE SUSP MASTER AM *INF*,0,,17.939,23.321,27.751,
DS-LG3,CALANDRE SANDERO,0,,65.000,84.500,100.555,
HB101C,FILTRE HABITACLE CLIO /SYMBOL I *CARBON*,0,,9.900,13.860,16.493,
R-476,ROTULE SUSP MASTER *INF*,0,,16.571,23.199,27.606,
SOD042L,PAREBOUE AV MEGANE III G,0,DEPOT,22.487,35.979,42.815,
72-7972,SUPPORT FIX RADIATEUR MEGANE NM,2,,2.123,5.095,6.063,
J25550048-ZZ,ROULEMENT AR MEGANE II / III *41288*,1,FA,0.000,0.000,0.000,
53125,RADIATEUR D'EAU CLIO III  ,0,DP,288.850,389.947,464.036,
0624,SUPPORT PARECHOC AV MEGANE III D,0,17**,6.990,11.883,14.140,
20-3203,OPTIQUE CORSA B D,0,,54.381,54.381,64.713,
1700000,PARECHOC AV JETTA 3,-1,,169.398,228.687,272.137,
32009,LAMPE H7 12V,0,A1,3.754,5.067,6.029,
8200261817,PLAQUE CLIO III ,0,,0.000,0.000,0.000,
73-7648,SIGLE AV DOKKER *GM*,-2,8C1,23.915,32.285,38.419,
2210,FEU AR DOKKER D,1,BUREAU,52.968,71.506,85.092,
NS2032,ROTULE DIRECTION JUKE G,0,4A**,23.361,39.713,47.258,
4102079,ROTULE DIRECTION MICRA /SUNNY G,0,2A,22.905,30.921,36.795,
P1-RFU2W,RENFORT PARECHOC AV FLUENCE FACE II ,0,,108.000,145.800,173.502,
09395,SILENTBLOC TRIANGLE LAGUNA /SAFRANE,3,R9,26.499,35.773,42.569,
B03012844,POIGNEE DE PORTE AV CLIO /LOGAN G,0,20A*,10.390,14.026,16.690,
72-6520,FOURCHETTE CLIO /SYMBOL,0,R15**,25.242,34.076,40.550,
KF-1052,KIT EMBRAYAGE MICRA K13,0,F**,319.998,431.997,514.076,
ART0011223,COLIS,-4,,0.000,0.000,0.000,
00290011,AILE AV KANGOO AM G,0,,96.813,130.697,155.529,
RE-SB-3758,CAOUTCHOU DE BARRE SYMBOL II /SANDERO /DOKKER /LOGAN,0,R5**,4.680,7.722,9.189,
819053,EAU RADIATEUR VALEO *JAUNE*,7,14**,19.756,26.670,31.737,
05-1173,MAITRE CYLINDRE DACIA MCV/SANDERO,1,,184.950,249.682,297.121,
ART0012997,AMORTSSEUR AV.,0,,0.000,0.000,0.000,
2706414,SILENTBLOC BERCEAU QASHQAI J10 *PM*,0,R16**,22.617,30.532,36.333,
405140,SUPPORT ECHAPEMENT CLIO III,0,4E1,30.946,41.777,49.714,
152001LG,OPTIQUE CLIO GRIS G,-1,DP,82.693,111.635,132.845,
001DC017,CABLE VITESSE DUSTER,1,BUREAU,162.287,219.087,260.713,
537634,SUPPORT MOTEUR G CLIO 4,1,4B,54.996,74.244,88.350,
C28560,AMORTISSEUR AV CAPTURE,0,,126.782,171.155,203.674,
49106441,PAREHUILE CARDAN 1.6DCI *33X59X15.6*,0,,0.000,0.000,0.000,
75-8555,NECC MACHOIR CLIO /KANGOO,1,8C3,52.841,71.335,84.888,
6PK1153,COURROIE ALT 6PK1153,1,T**,19.789,26.715,31.790,
003886,AMORTISSEUR AR R21 *VOIT*,0,,43.800,59.130,70.364,
3465,CACHE ANTIB MEGANE 4 D,1,15**,24.698,33.342,39.676,
104765,AMORTISSEUR AV CLIO 4,0,DEPOT,90.000,121.500,144.585,
1209,COURROIE ALT *6PK1209*,0,,14.503,23.205,27.613,
152002R,FEU AR CLIO 2003 D COMPL,0,,38.919,54.487,64.839,
20,COUVRE VOLAN PARTNER,0,,17.986,22.483,26.754,
23,PARECHOC AV PARTNER,0,,75.321,97.917,116.521,
2612,BIELLE SUSP MEGANE II,0,,19.674,25.576,30.435,
31031,TENDEUR DE CHAINE MASTER NM,0,,115.500,150.150,178.678,
36609,SUPPORT MOTEUR AR LAGUNEA,0,,16.998,25.497,30.341,
4006013,CREMAILLERE CLIO CHIPIE,0,,214.200,267.750,318.622,
425168,POULIE TENDEUR ALTERNA MEGANE AM,0,,38.233,72.643,86.445,
480350 A,OPTIQUE LAGUNA D AM,-1,,80.000,104.000,123.760,
5439,MANCHAN BOITE *GM*,1,FA,30.250,40.837,48.596,
5PK870G,COURROIE ALT *5PK870*,0,,18.768,26.275,31.267,
641N,BERCEAU CLIO /SYMBOL /KANGOO,-1,,219.620,285.506,339.752,
732903,RADIATEUR D'EAU CLIO III,0,DP,114.000,228.000,271.320,
7701070382,VER RETROVISEUR SYMBOL G,0,,22.240,30.024,35.728,
7D0168,TAMBOUR AR EXP /R19 /SYMBOL *180142*,2,2,51.855,70.004,83.304,
8200371661,FILTRE A AIR MEGANE DCI,0,,18.402,23.003,27.373,
84033,PASTILLE BLOC,-18,,0.477,0.859,1.022,
9300489,ROTULE SUSP MASTER AM *SUP*,0,4E**,17.939,23.321,27.751,
DS-LG3-PU,GRILLE PARECHOC SANDERO,-1,,56.305,73.197,87.104,
HB137,FILTRE HABITACLE LAGUNA II NM,0,,10.050,22.110,26.310,
R-502,ROTULE DIRECTION R19 G/D,0,,7.991,11.187,13.312,
SOD043L,PAREBOUE AV/AR MEGANE III /FLUANCE G,0,DEPOT,18.571,29.714,35.359,
72-7452,TIRETTE CAPOT CLIO 2001/CLASSIC,1,3B3,19.898,26.862,31.965,
30275,SOUFFLET CARDAN C.ROUE CHIPIE /EXP /SUP5 /R19,13,9C*,7.900,10.665,12.691,
501039,BOUGIE DE CHAUFFAGE TOUT TYPE DIESEL,4,9D3,5.240,7.860,9.353,
0625,SUPPORT PARECHOC AV MEGANE III G,0,17**,6.990,11.883,14.140,
20-3204,OPTIQUE CORSA B G,0,,54.381,54.381,64.713,
M255.09,ROULEMENT TOC CLIO III / MODUS /JUKE /QASHQAI /KANGOO II,3,FA,28.662,38.693,46.044,
10028600,JOINT CULASSE ESS,0,7C*,0.000,0.000,0.000,
8200280060,DEBITMETRE 1.5DCI ,0,,336.000,436.800,519.792,
ART0008831,BALAIS AR  ,-6,,0.000,0.000,0.000,
6878,SUPPORT B.V MEGANE III 1.5DCI,1,4D2,91.999,125.118,148.890,
RN6023,TRIANGLE MEGANE II D,0,8E,63.657,85.936,102.263,
41407031/K,KIT TOC AMORTISSEUR QASHQAI J10 D,0,12A*,54.992,74.239,88.344,
ART0009932,FILTRE.,-27,,0.000,0.000,0.000,
26172L,ROTULE DIRECTION MEGANE III G ,0,5C*,22.120,29.862,35.535,
B03011445,PORTE RESERVOIR CLIO CLASSIC,0,5A*,14.679,19.816,23.581,
72-8805,MONOGRAME AR CLIO *GM*,0,10D3**,8.646,11.672,13.889,
B03055490,RENFORT PARECHOC AV CLIO 4 *METAL* COMPLET,0,DEPOT**,64.137,86.584,103.034,
RE-AX-2374,BIELLE DIRECTION ESPACE III,2,3A,25.373,34.253,40.761,
RE-SB-10803,SILENTBLOC TRAIN AR MEGANE III,0,4E2,24.905,33.621,40.008,
22283,TOC AMORTISSEUR LAGUNA II,0,FA,45.499,65.063,77.424,
ART0012443,77506,-1,,0.000,0.000,0.000,
52009Z,AMORTISSEUR MAL CLIO BOMBEE,-1,7C**,27.374,36.954,43.975,
ART0012998,SILENTBLOC TRIANGLE SUSP,0,,0.000,0.000,0.000,
087HTDP17,COURROIE DE CHAINE 87D,1,16C,28.585,60.028,71.433,
ART0013517,FILTRE GASOILE EXPRESSE.,0,,0.000,0.000,0.000,
RE-AX-15537,BIELLE DIRECTION QASHQAI J11 /KADJAR,0,3A,32.099,43.333,51.566,
001DC016,CABLE VITESSE DOKKER 1.5DCI,0,BUREAU,131.977,178.168,212.019,
ART0014309,JEUX DE BALAIS JUKE,-1,,0.000,0.000,0.000,
826564,KIT EMBRAYAGE LAGUNA 1.9DCI,-1,,336.134,453.780,539.998,
20-05909,ROTULE SUSP MASTER II *AXE22*,0,2B,17.625,23.793,28.313,
KA-801302,CAPTEUR DE STATIONNEMENT COTE,0,A2**,50.420,101.344,120.599,
129600,RADIATEUR CLIMATISEUR MEGANE II,1,DP,222.200,299.970,356.964,
003944,AMORTISSEUR AR CLIO CHIPIE,-4,,55.400,74.790,89.000,
08CL021,AILE AV SYMBOL I D,0,,153.860,200.018,238.021,
104766,AMORTISSEUR AR CLIO 4,2,BUREAU,54.000,124.200,147.798,
121025,HUILE MOTEUR 5W40 4L,-1,,27.319,35.515,42.262,
6819,SUPPORT MOTEUR G CLIO 4,0,R4**,58.998,79.647,94.779,
20 A290,OPTIQUE MEGANE D/G 2003,-1,,132.588,165.735,197.224,
4PK928I,COURROIE ALT 4PK928,0,T**,18.799,25.378,30.199,
261251,SERVO DE FREIN CLIO CHIPIE,0,,123.369,160.380,190.852,
3103218,FEU DE COTE CLIO /KANGOO NM,-2,,3.860,6.176,7.349,
3661,THERMOSTAT KANGOO /CLIO,0,,25.354,32.960,39.222,
4006015,CREMAILLERE R19,0,,193.800,242.250,288.277,
425185,POULIE MOTEUR R18/R21 DIESEL 1GOR,0,,45.999,59.799,71.160,
480395,FEU AR R9 G,0,,23.809,30.952,36.832,
543A06915R,KIT TOC AMORTISSEUR CLIO /SYMBOL /KANGOO,0,,39.416,55.182,65.666,
5PK875B,COURROIE ALT *5PK875*,0,T**,16.793,31.906,37.968,
6432232,VER RETROVISEUR MEGANE III /FLUENCE D *2PORTE*,0,15C**,17.388,23.473,27.932,
732946X,RADIATEUR D'EAU MEGANE II ESS,-2,DEPOT,105.000,199.500,237.405,
7701070624X,PORTE BALAIS AV D *SYMBOL*,0,,59.500,77.350,92.046,
7D0396,TAMBOUR AR CLIO /KANGOO /LOGAN *7D0388* ,2,2F,58.599,79.108,94.138,
8200381280,CAUSSE BATTERIE+VESIBLE MEGANE II*ESS*,0,,27.400,41.100,48.909,
84078,CABLE EMBRAYAGE R4,2,12*,3.858,5.787,6.886,
933981,JOINT CULASSE 1.9DCI,0,,55.000,77.000,91.630,
DS-LG3S,PARECHOC AV SANDERO 2013,0,,135.000,175.500,208.845,
HB165,FILTRE HABITACLE MEGANE II,3,1**,14.950,20.182,24.016,
R-507,BIELLE DIRECTION R19,0,,9.040,13.560,16.136,
SOD055L,PAREBOUE AV SYMBOL II G 2013,0,DEPOT,21.463,30.048,35.757,
72-7537,GACHE MAL AR CLIO,0,10D2,24.813,39.700,47.243,
R1073V,JEUX DE DISQUE AV TRAFIC III,1,3*,153.428,277.704,330.467,
3251254,BAGUETTE PARECHOC AR CLIO III G,1,15**,23.250,32.550,38.734,
1014 ,PORTE BALAIS AR CLIO II,-2,,8.186,19.646,23.378,
0907313,RETROVISEUR FLUENCE D *ELECTRIQUE*,0,,105.372,142.252,169.279,
ART0008022,6PK1800 ,-1,,0.000,0.000,0.000,
235000,JOINT COLLECTEUR ESS,-6,7B,0.000,0.000,0.000,
25749Z,JEUX DE DISQUE AV MEGANE II /CLIO III,0,3,97.722,131.924,156.989,
266051034R,FEU DE JOUR CLIO 4 FACE II G *LED*,-2,,271.082,333.430,396.781,
ART0009128,BIELLE SUSP.,-13,,0.000,0.000,0.000,
9174 ,DURITE CHAUFFAGE MEGANE 1.5DCI,1,4F1,82.750,111.712,132.937,
41407032/K,KIT TOC AMORTISSEUR QASHQAI J10 G,1,FA,54.992,74.239,88.344,
DN008,CREMAILLERE QASHQAI J10,1,BUREAU,394.482,532.550,633.734,
26172R,ROTULE DIRECTION MEGANE III D,0,5C*,22.120,29.862,35.535,
P2-RC7-W1,RENFORT PARECHOC AR CLIO 4,-1,,179.400,242.190,288.206,
KR-354,MONOGRAME AR CLIO ,0,10D3*,3.799,12.916,15.370,
MG-06100,CALANDRE MEGANE II FACE II *JEUX*,0,17**,43.019,58.075,69.109,
FT071802L,FEU AR EXP III G,1,8A,47.866,64.619,76.896,
JO3542,TRIANGLE SYMBOL II /LOGAN /DOKKER G,0,8D**,47.618,64.284,76.497,
FE007Z,FILTRE ESSANCE,-2,1**,8.250,11.137,13.253,
77506 ,SONDE LAMDA CLIO 4 TCE,1,9A,118.378,159.810,190.173,
RS-SB-003L,AILE AV SYMBOL I G,0,DP,95.620,133.868,159.302,
ART0012999,SILENTBLOC TRIANGLE INF,0,,0.000,0.000,0.000,
095HTDP23,COURROIE DE CHAINE CLASSIC ,0,16C,40.736,54.993,65.441,
BU6359,SILENTBLOC BERCEAU QASHQAI J10 /JUKE *PM*,4,2C,32.560,43.956,52.307,
22-1123-0,PATIN AV VELAR,0,,121.498,121.498,144.582,
ART0014053,TETE CARDAN LOGAN,-1,,0.000,0.000,0.000,
ART0014310,PORTE BALAIS AR CLIO.,-1,,0.000,0.000,0.000,
6PK1175H,COURROIE 6PK1175,1,T**,24.679,33.316,39.646,
8703,JEUX DE BALAIS SYMBOL I /MEGANE II /CLIO III /DACIA /DUSTER,0,,22.770,30.739,36.579,
415068209,VOLANT MOTEUR GOLF,0,,924.790,924.790,1100.500,
44-08766,BIELLE DIRECTION CLIO 4 /CAPTUR,3,3A,21.843,32.764,38.989,
004077,AMORTISSEUR AR LAGUNA AM,0,,83.710,113.008,134.479,
08CL022,AILE AV SYMBOL I G,0,,153.860,200.018,238.021,
104767,AMORTISSEUR AV SYMBOL II /SANDERO II,0,19B*,131.670,177.754,211.527,
01-2105,GUIDE SOUPAPE R9 /R19 /EXP /SUP5 DIESEL,16,15D2**,9.498,12.822,15.258,
15212,KIT CHAINE *153D*,0,,111.079,138.848,165.229,
20 B072,OPTIQUE MEGANE G/D 2006,0,,155.000,201.500,239.785,
230005,CABLE FREIN R9/R11/EXP,1,12*,4.748,9.021,10.734,
266007864R,FEU DE JOUR CLIO 4 FACE II D *LED*,0,,0.000,0.000,0.000,
31034Z,JEUX DE MACHOIR CLIO /KANGOO NM,3,,39.444,53.249,63.366,
3662,TUBE D'EAU CLIO /KANGOO,0,9E2,6.665,13.996,16.655,
4006112,ROTULE DIRECTION TOUT TYPE ,0,,12.613,16.396,19.511,
4253,DURITE RADIATEUR R19 DIESEL SUP,0,,24.523,31.880,37.937,
480396,FEU AR R9 D,0,,23.809,30.952,36.832,
5440,MANCHAN BOITE *PM*,0,17B1*,24.645,46.825,55.721,
5PK880,COURROIE ALT CLIO 98 *5PK880*,-1,,12.778,19.167,22.808,
64420974,CULASSE 1.9 Q80 *F8Q*,0,,574.486,746.832,888.730,
7330,JEUX DE MACHOIR CLIO /KANGOO NM ,0,2**,43.868,59.221,70.472,
7701070626,BALAIS AV SYMBOL*PM*,0,,21.177,26.471,31.500,
7PK1127,COURROIE ALT *7PK1127* 1.9DCI,-1,,19.405,25.227,30.020,
8200381281,CAUSSE BATTERIE+VESIBLE MEGANE II*DIESEL*,0,,27.400,38.360,45.648,
RP-M8408,BOUGIE DE CHAUFFAGE MASTER II,10,9D3,5.385,8.078,9.612,
93784720,JEUX DE PISTON Q80.5 DIESEL,0,,298.956,388.643,462.485,
DS1101,CAPOT MOTEUR SANDERO,0,,276.770,359.801,428.163,
HB170,FILTRE HABITACLE CLIO III /DUSTER,2,1**,13.950,18.832,22.410,
R-513,BIELLE DIRECTION MEGANE AM,1,5C**,10.053,15.080,17.945,
SOD055R,PAREBOUE AV SYMBOL II D,0,DEPOT,21.463,30.048,35.757,
72-7454,SERRURE CAPOT CLIO 98 ,1,9D2,20.843,33.348,39.684,
05P231,PATIN AV SUP5/EXP *LAM*,0,,22.684,30.623,36.441,
RM22,CACHE ANTIB MEGANE II 2003 S/ANTI *JEUX*,1,15**,1.000,26.000,30.940,
1425,JAUGE D'HUILE CLIO III,0,,2.699,16.194,19.270,
600540,PAREBOUE AV KANGOO D,0,,14.915,20.135,23.960,
2821,TOC AMORTISSEUR CLIO CHIPIE,2,FA2,12.677,19.649,23.382,
800044540000,JEUX DE SEGMENT MEGANE Q76 1.5DCI,0,15A,95.000,128.250,152.617,
25030Z,JEUX DE DISQUE AV R21 NEVADA,0,4**,78.954,106.587,126.838,
ART0008835,PAREBRISE  ,-10,,0.000,0.000,0.000,
Z258 ,FILTRE A HUILE MICRA /JUKE,2,1**,7.500,10.875,12.941,
814366,RADIATEUR CLIMATISEUR.,-1,,312.803,312.803,372.235,
41498043/S,MOYEAU DE ROUE AR QASHQAI J10,0,12A*,127.920,172.692,205.503,
DC6301,TENDEUR ALT MASTER /TRAFIC 2.2,0,15A,75.501,101.926,121.291,
5021 ,JEUX DE CHEMISE Q76,1,13*,117.432,158.533,188.654,
ART0010447,CONTRE SUPPORT D,-1,,0.000,0.000,0.000,
KR-388A,VASE D'EAU CLIO II,0,K*,11.972,20.352,24.218,
750230,OPTIQUE CLIO GRIS D,-1,DP,96.795,130.673,155.500,
FT071802R,FEU AR EXP III D,1,8A,47.866,64.619,76.896,
JO3543,TRIANGLE SYMBOL II /LOGAN /DOKKER D,0,8D**,47.618,64.284,76.497,
05P1229,PATIN AV CLIO III,0,2**,30.486,41.156,48.975,
03109,TUBE D'EAU MEGANE 1.6 ESS,0,16F1,44.454,60.012,71.414,
EAS-NS-001,BAGUE SPIRALE QASHQAI,0,BUREAU,103.434,139.635,166.165,
ART0013000,PAREBRISE EXTRAIL,-1,,0.000,0.000,0.000,
AS202793,MANCHAN BOITE *PM*,0,F,18.982,25.625,30.493,
PA-800AF,PATIN AV MICRA,0,12A,49.484,66.803,79.495,
47582Z,BIELLE DIRECTION CLIO 4 /CAPTUR,0,3A,24.998,33.747,40.158,
77448,SONDE LAMDA MEGANE II ,0,,154.163,208.120,247.662,
ART0014311,PISTON Q80.5,0,,0.000,0.000,0.000,
